,feature_0_df1,feature_1_df1,feature_2_df1,feature_3_df1,feature_4_df1,feature_5_df1,feature_6_df1,feature_7_df1,feature_8_df1,feature_9_df1,feature_10_df1,feature_11_df1,feature_12_df1,feature_13_df1,feature_14_df1,feature_15_df1,feature_16_df1,feature_17_df1,feature_18_df1,feature_19_df1,feature_20_df1,feature_21_df1,feature_22_df1,feature_23_df1,feature_24_df1,feature_25_df1,feature_26_df1,feature_27_df1,feature_28_df1,feature_29_df1,feature_30_df1,machine,feature_0_df2,feature_1_df2,feature_2_df2,feature_3_df2,feature_4_df2,feature_5_df2,feature_6_df2,feature_7_df2,feature_8_df2,feature_9_df2,feature_10_df2,feature_11_df2,feature_12_df2,feature_13_df2,feature_14_df2,feature_15_df2,feature_16_df2,feature_17_df2,feature_18_df2,feature_19_df2,feature_20_df2,feature_21_df2,feature_22_df2,feature_23_df2,feature_24_df2,feature_25_df2,feature_26_df2,feature_27_df2,feature_28_df2,feature_29_df2,feature_30_df2,feature_31_df2,feature_32_df2,feature_33_df2,feature_34_df2,feature_35_df2,feature_36_df2,feature_37_df2,feature_38_df2,feature_39_df2,feature_40_df2,feature_41_df2,feature_42_df2,feature_43_df2,feature_44_df2,feature_45_df2,feature_46_df2,feature_47_df2,feature_48_df2,feature_49_df2,feature_50_df2,feature_51_df2,feature_52_df2,feature_53_df2,feature_54_df2,feature_55_df2,feature_56_df2,feature_57_df2,feature_58_df2,feature_59_df2,feature_60_df2,feature_61_df2,feature_62_df2,feature_63_df2,feature_64_df2,feature_65_df2,feature_66_df2,feature_67_df2,feature_68_df2,feature_69_df2,feature_70_df2,feature_71_df2,feature_72_df2,feature_73_df2,feature_74_df2,feature_75_df2,feature_76_df2,feature_77_df2,feature_78_df2,feature_79_df2
110,-0.000104001265,0.0029299252,0.0030831723,-0.00023703006,0.00017180204,-0.0042364225,-0.013593084,-0.026554516,-0.024695652,-0.01702078,0.0029376897,0.012221377,-0.021248957,0.0011536911,0.0013000763,0.029177906,796929660.0,2028383100.0,217146540.0,741253500.0,439994940.0,119119650.0,19111478.0,9191736.0,0.029635899,96885656.0,30383674.0,15.324284,4731.746,315646340.0,0.08625763,Quartz,0.03233956,0.0008813041,-0.008200284,0.022973226,0.004836487,-0.029223634,0.0335563,-0.00037795177,-0.0014279928,0.0012905729,-0.0059987614,0.018999932,0.0024008017,-0.0004150689,-0.0058005275,-0.0072475877,0.0011129905,0.006605666,0.005227396,0.0019275383,0.00091520627,0.07138266,0.0015871803,0.0065407925,0.0036321778,0.003879192,0.0005214419,0.17492662,0.00031395684,7.5761377e-06,1.1181786e-05,0.0003533687,0.041748516,0.00060098676,0.00087599247,0.00014146495,0.00082647847,0.008158709,0.003045893,0.005005056,0.01042751,0.00047178127,0.008788198,0.007271161,0.011714981,0.00160615,0.00056142535,0.0019016616,0.011974275,0.015040567,0.00044314744,5.1229854e-06,0.001560001,0.0039506885,0.025499217,0.0007290475,0.0015011798,0.002278154,0.0005720088,0.0072203497,0.0031457057,0.00093126047,0.0011770664,0.0024348563,0.010657336,0.0014269053,3.8124275e-05,7.9747326e-05,0.004586944,0.0019856638,0.0009333736,0.023550613,0.009180753,0.0030458304,0.00042609466,0.0103273615,0.004712686,0.00016567702,0.00016383539,0.00039796403
111,-0.000104001265,0.0029299252,0.0030831723,-0.00023703006,0.00017180204,-0.0042364225,-0.013593084,-0.026554516,-0.024695652,-0.01702078,0.0029376897,0.012221377,-0.021248957,0.0011536911,0.0013000763,0.029177906,796929660.0,2028383100.0,217146540.0,741253500.0,439994940.0,119119650.0,19111478.0,9191736.0,0.029635899,96885656.0,30383674.0,15.324284,4731.746,315646340.0,0.08625763,Quartz,0.0037788567,0.00034375043,-0.0024993264,0.0038283216,0.009598167,-0.023356855,0.0036839687,-0.00053751137,-0.0011882914,0.0003790443,-0.026613835,-0.013705517,0.023418361,0.00017828775,0.0067024603,0.007830258,0.002436308,0.013018564,0.009181402,0.0018822515,0.013904656,0.19061857,0.04420442,0.018570784,0.008427603,0.010717561,0.0028389932,0.0013884099,0.00020374202,5.174187e-05,0.00013896494,0.0003772213,0.03806092,0.010518282,0.01535394,0.0029735127,0.013426594,0.049178883,0.007805252,0.0031337056,0.01290391,0.010008414,0.019298777,0.025930773,0.058899675,0.0069372677,0.00056368,0.02722511,0.20027678,0.02737334,0.0014037936,0.00013160224,0.0041450146,0.013080538,0.040955078,0.0035427618,0.0063486393,0.010331532,0.002876338,0.0070879594,0.040596504,0.0030827713,0.035556283,0.0020302397,0.016232813,0.023296637,0.0006291133,5.4396525e-05,0.002475535,0.00517783,0.00013495896,0.0057818904,0.06194352,0.010084938,0.00015422086,0.023229713,0.0051004626,6.9435424e-05,6.167596e-05,0.000295347
112,-0.0006717972,0.016571982,0.0029749782,-0.000927962,0.00019059825,-0.013237509,-0.012085225,-0.0058629955,-0.0039402586,-0.028428983,0.021455307,0.060910303,-0.05198409,0.001681106,0.0028565077,0.025887065,597149060.0,426067970.0,210764460.0,5362285000.0,84454890.0,124412424.0,6569575.5,5657763.5,0.21203993,249395420.0,28713178.0,1.9384713,170.1565,1125128000.0,0.013503206,Quartz,0.16946253,0.0014406563,-0.0021633806,0.0125628915,0.002321101,-0.002927298,0.012489127,-0.0006967092,-0.0011729904,0.00078041543,-0.039242808,-0.008029316,0.0020694295,-0.0017760698,-0.003142936,-0.022836877,0.0010931969,0.0010542065,0.0029062466,0.00020479504,0.00022139798,0.00015871046,0.0016393377,0.0013200509,5.1611387e-05,0.00030451722,0.0008131064,0.0464055,1.6203645e-05,5.0729956e-05,0.00019037399,5.03733e-05,0.0014288201,0.00013670922,0.00034460047,0.00012734703,0.010093241,0.0030237245,0.00036930197,0.002130329,0.008046939,8.9517205e-05,0.00033806034,0.00077525445,0.006931093,3.903857e-05,3.3667362e-05,0.0010502343,0.001219561,0.0012109741,3.3659e-05,4.1040308e-05,0.00023446871,0.0010490805,0.00080710487,0.000106966094,0.00047368434,0.0016452157,0.0006465745,0.005219231,0.00038885197,1.8711171e-05,7.065763e-05,8.511549e-05,0.0010408094,9.1137576e-05,0.00082751166,0.00023899096,0.00018518895,0.0002922033,8.570552e-05,0.0039632213,0.00057025545,6.304774e-05,7.345086e-05,0.015594452,0.04669487,5.319715e-05,3.8000322e-05,4.736442e-06
113,-0.0006717972,0.016571982,0.0029749782,-0.000927962,0.00019059825,-0.013237509,-0.012085225,-0.0058629955,-0.0039402586,-0.028428983,0.021455307,0.060910303,-0.05198409,0.001681106,0.0028565077,0.025887065,597149060.0,426067970.0,210764460.0,5362285000.0,84454890.0,124412424.0,6569575.5,5657763.5,0.21203993,249395420.0,28713178.0,1.9384713,170.1565,1125128000.0,0.013503206,Quartz,0.33292267,0.00029634175,-0.022641558,0.011687789,0.024227072,-0.01426736,0.01843539,-0.00045553647,-6.56755e-05,0.00045565757,-0.0027239134,-0.003406628,0.05036569,0.013056338,0.0015127122,0.020216303,9.005211e-05,0.0022332475,0.00026847958,2.181599e-05,0.00026100723,0.0014055046,0.0026114334,0.0008827655,0.00032217152,0.00019480602,0.00024974137,0.04805602,2.9671088e-05,3.0047528e-05,2.5830728e-05,6.0706436e-05,0.00089562166,0.0002860672,0.00016148687,0.00036827516,9.466943e-05,0.009677473,0.0032768194,0.00037894613,0.014585681,9.5484516e-05,0.0009705264,0.0022881709,0.11266615,0.00082410744,8.677796e-05,0.0016720791,0.008095833,0.009419529,5.5652312e-05,9.570527e-05,0.00016969162,0.002759958,0.0024929077,0.0007067246,0.0003092683,0.00024971247,0.00023608364,0.0010631117,0.002752762,7.0440285e-05,0.00054030924,0.000102908736,0.001715939,7.671805e-05,0.00026590834,0.00043421215,0.00011903989,0.0018347057,0.00022540639,0.0018345406,0.0029448268,7.8040146e-05,1.2884559e-05,0.015419523,0.005193474,1.6347354e-05,4.170053e-05,0.00011179489
114,-0.0006717972,0.016571982,0.0029749782,-0.000927962,0.00019059825,-0.013237509,-0.012085225,-0.0058629955,-0.0039402586,-0.028428983,0.021455307,0.060910303,-0.05198409,0.001681106,0.0028565077,0.025887065,597149060.0,426067970.0,210764460.0,5362285000.0,84454890.0,124412424.0,6569575.5,5657763.5,0.21203993,249395420.0,28713178.0,1.9384713,170.1565,1125128000.0,0.013503206,Quartz,0.40647563,0.00035444033,-0.0138829,0.009665615,0.005295111,-0.0012012572,0.0055136746,-0.00057495286,-0.00036069867,0.00017250187,-0.030886998,-0.007317101,-0.004643949,0.0007223641,-0.010039333,0.029590528,0.00029350707,0.0013083209,0.0005389668,0.00010122568,0.0009138449,0.0004934054,0.0010919836,0.00024704394,0.001502428,0.0008821175,0.0003739031,0.22337854,1.1318533e-05,1.4305941e-05,2.5974607e-05,0.00011490532,0.0032072547,0.00033229284,0.00028146236,1.6612172e-05,0.00017695643,0.0027147315,0.00046072894,0.0011870868,0.014107431,2.3286642e-05,0.0009157081,0.02749943,0.0406241,0.00048683613,0.0002778157,0.00063769356,0.0010246716,0.03021876,9.347613e-05,0.0007009763,0.00024569838,0.002557438,0.0008888862,0.0004901261,0.0029659427,0.0019530008,0.0019597264,0.00086641684,0.00042834345,7.404668e-05,0.00035372056,0.0010727979,0.0035699904,0.00024171897,0.000377138,0.00055218535,0.0008040707,0.0008741092,3.401008e-05,0.0030478176,0.0005609984,0.0011750093,8.642542e-05,0.12269711,0.007657363,4.209028e-05,7.638022e-05,1.0045712e-05
115,-0.0006717972,0.016571982,0.0029749782,-0.000927962,0.00019059825,-0.013237509,-0.012085225,-0.0058629955,-0.0039402586,-0.028428983,0.021455307,0.060910303,-0.05198409,0.001681106,0.0028565077,0.025887065,597149060.0,426067970.0,210764460.0,5362285000.0,84454890.0,124412424.0,6569575.5,5657763.5,0.21203993,249395420.0,28713178.0,1.9384713,170.1565,1125128000.0,0.013503206,Quartz,0.7480541,0.00088980433,-0.0024718978,0.0016838704,0.018318934,-0.012282292,0.0008824089,-0.00028123707,-0.0005403091,0.0042686444,-0.004963716,-0.0030595225,-0.0023715901,-0.00042654562,-0.00025048957,0.018075578,0.00095787575,0.0023808763,0.0018729455,9.015084e-05,4.2579875e-05,0.003364052,0.000112954105,0.00060166436,0.00035652635,0.00086720206,0.0010146888,0.0370932,2.4909643e-05,4.2661654e-06,8.6143846e-05,0.00011975148,0.004938794,0.0015704023,0.00043494877,0.00026856357,0.0011582018,0.0029636582,0.0005794772,0.0038411336,0.0005489183,0.00011162,0.00072833593,0.0018408471,0.0015806857,0.005749821,0.00021916286,0.00014351778,0.033728912,0.00853767,0.000114618626,1.6879527e-05,0.0016323612,0.002517284,0.0035742328,0.00088120135,0.0004302599,0.00043666948,0.0056569884,0.0007794805,0.00020792219,1.5356678e-05,0.00018117364,0.00020801174,0.0037747247,0.000108543776,0.0001688746,9.6762684e-05,0.0006996327,0.0003214549,7.077071e-06,0.0025987942,0.00022398877,0.00025722155,3.344933e-05,0.014187263,0.010684304,1.1657994e-05,2.0073798e-05,3.2587788e-05
116,-0.0006717972,0.016571982,0.0029749782,-0.000927962,0.00019059825,-0.013237509,-0.012085225,-0.0058629955,-0.0039402586,-0.028428983,0.021455307,0.060910303,-0.05198409,0.001681106,0.0028565077,0.025887065,597149060.0,426067970.0,210764460.0,5362285000.0,84454890.0,124412424.0,6569575.5,5657763.5,0.21203993,249395420.0,28713178.0,1.9384713,170.1565,1125128000.0,0.013503206,Quartz,0.03174987,0.00020652135,-0.004058714,0.0023934252,0.0045470977,-0.004324712,0.0049692662,-0.0014251887,-0.00018773247,0.0011829074,-0.011869775,0.004342385,-0.028749565,0.0074004442,-0.000590258,0.024776902,0.00010428195,0.0011854549,0.000806714,0.00011237976,0.0016404267,0.0025711162,0.0014443292,0.0020463443,0.0049661747,0.00047488953,0.00022594184,0.012852441,2.3641842e-05,5.516319e-06,1.6803684e-05,4.599711e-05,0.0018244669,0.00015500768,0.0024539342,0.00022963513,0.0006732318,0.0061115907,9.844071e-05,0.0016840517,0.001786804,0.0003903616,0.00026049613,0.013633973,0.007602664,0.00064343895,0.00014863006,0.0003621303,0.0027083007,0.030386724,0.00025113454,4.2839343e-05,0.0014417829,0.00066390407,0.0018705849,8.459084e-05,0.0025279748,0.0015949561,0.0005224823,0.0007841605,0.00020737013,7.670139e-05,0.0047453297,0.00026670398,0.001805251,0.00055428,9.7817414e-05,0.00046067766,0.0016350787,0.001356962,0.00034256015,0.018734949,0.006899806,0.0007754104,5.6544945e-05,0.008421205,0.010990016,9.162552e-06,4.2815736e-05,8.61772e-05
117,-0.0006717972,0.016571982,0.0029749782,-0.000927962,0.00019059825,-0.013237509,-0.012085225,-0.0058629955,-0.0039402586,-0.028428983,0.021455307,0.060910303,-0.05198409,0.001681106,0.0028565077,0.025887065,597149060.0,426067970.0,210764460.0,5362285000.0,84454890.0,124412424.0,6569575.5,5657763.5,0.21203993,249395420.0,28713178.0,1.9384713,170.1565,1125128000.0,0.013503206,Quartz,0.14313626,0.0003264965,-0.00223713,0.005829638,0.007978455,-0.019335117,0.0030401887,-0.0008621901,-0.0009748458,0.00031516855,-0.009119181,0.011970776,0.009834309,-0.016894639,-0.03750209,0.00066182046,0.00043544357,0.005724614,0.00044538683,0.0020803518,0.0013625,0.002739793,0.0013565243,0.0032375958,0.0013469869,0.0050398298,0.0005934331,0.046195213,0.0003708415,2.5241839e-06,4.4476426e-05,0.00032988345,0.03057621,0.0017050692,0.0012130459,0.00027910847,0.0005584882,0.0062875543,0.0023306743,0.005254391,0.0064942925,0.00011599606,0.0027036176,0.017937109,0.004186098,0.0022251492,0.0010549279,0.000464079,0.003646814,0.04140937,6.935885e-05,6.309065e-05,0.000767182,0.0049623814,0.015339118,0.0014576887,0.00089726184,0.0014999645,0.0001254397,0.0074555697,0.0016554456,7.206953e-05,0.0067679496,0.00030386884,0.0024574422,0.0003636304,0.00016629582,0.00015960801,0.0005353135,0.002106983,0.00016439815,0.008755699,0.0020399452,0.0011681558,0.00047161436,0.07335731,0.0062608067,5.805205e-06,7.431414e-05,4.1914736e-05
118,-0.0006717972,0.016571982,0.0029749782,-0.000927962,0.00019059825,-0.013237509,-0.012085225,-0.0058629955,-0.0039402586,-0.028428983,0.021455307,0.060910303,-0.05198409,0.001681106,0.0028565077,0.025887065,597149060.0,426067970.0,210764460.0,5362285000.0,84454890.0,124412424.0,6569575.5,5657763.5,0.21203993,249395420.0,28713178.0,1.9384713,170.1565,1125128000.0,0.013503206,Quartz,0.03233956,0.0008813041,-0.008200284,0.022973226,0.004836487,-0.029223634,0.0335563,-0.00037795177,-0.0014279928,0.0012905729,-0.0059987614,0.018999932,0.0024008017,-0.0004150689,-0.0058005275,-0.0072475877,0.0011129905,0.006605666,0.005227396,0.0019275383,0.00091520627,0.07138266,0.0015871803,0.0065407925,0.0036321778,0.003879192,0.0005214419,0.17492662,0.00031395684,7.5761377e-06,1.1181786e-05,0.0003533687,0.041748516,0.00060098676,0.00087599247,0.00014146495,0.00082647847,0.008158709,0.003045893,0.005005056,0.01042751,0.00047178127,0.008788198,0.007271161,0.011714981,0.00160615,0.00056142535,0.0019016616,0.011974275,0.015040567,0.00044314744,5.1229854e-06,0.001560001,0.0039506885,0.025499217,0.0007290475,0.0015011798,0.002278154,0.0005720088,0.0072203497,0.0031457057,0.00093126047,0.0011770664,0.0024348563,0.010657336,0.0014269053,3.8124275e-05,7.9747326e-05,0.004586944,0.0019856638,0.0009333736,0.023550613,0.009180753,0.0030458304,0.00042609466,0.0103273615,0.004712686,0.00016567702,0.00016383539,0.00039796403
119,-0.0006717972,0.016571982,0.0029749782,-0.000927962,0.00019059825,-0.013237509,-0.012085225,-0.0058629955,-0.0039402586,-0.028428983,0.021455307,0.060910303,-0.05198409,0.001681106,0.0028565077,0.025887065,597149060.0,426067970.0,210764460.0,5362285000.0,84454890.0,124412424.0,6569575.5,5657763.5,0.21203993,249395420.0,28713178.0,1.9384713,170.1565,1125128000.0,0.013503206,Quartz,0.0037788567,0.00034375043,-0.0024993264,0.0038283216,0.009598167,-0.023356855,0.0036839687,-0.00053751137,-0.0011882914,0.0003790443,-0.026613835,-0.013705517,0.023418361,0.00017828775,0.0067024603,0.007830258,0.002436308,0.013018564,0.009181402,0.0018822515,0.013904656,0.19061857,0.04420442,0.018570784,0.008427603,0.010717561,0.0028389932,0.0013884099,0.00020374202,5.174187e-05,0.00013896494,0.0003772213,0.03806092,0.010518282,0.01535394,0.0029735127,0.013426594,0.049178883,0.007805252,0.0031337056,0.01290391,0.010008414,0.019298777,0.025930773,0.058899675,0.0069372677,0.00056368,0.02722511,0.20027678,0.02737334,0.0014037936,0.00013160224,0.0041450146,0.013080538,0.040955078,0.0035427618,0.0063486393,0.010331532,0.002876338,0.0070879594,0.040596504,0.0030827713,0.035556283,0.0020302397,0.016232813,0.023296637,0.0006291133,5.4396525e-05,0.002475535,0.00517783,0.00013495896,0.0057818904,0.06194352,0.010084938,0.00015422086,0.023229713,0.0051004626,6.9435424e-05,6.167596e-05,0.000295347
